region,system,network,isIO,instanceId,vCpu,memory,intranetGbps,intranetPPS,hourlyPrice,weeklyPrice,standard,monthlyPrice,yearlyPrice,2yearPrice,3yearPrice,4yearPrice,5yearPrice
ap-southeast-1,linux,vpc,TRUE,ecs.sn1.3xlarge,16,32,3,40,5.471,762.43,2723,2723,27774.6,45746.4,49014,65352,81690
ap-southeast-1,linux,vpc,TRUE,ecs.sn2.3xlarge,16,64,3,40,6.897,876.17,3129.22,3129.22,31918.04,52570.9,56325.96,75101.28,93876.6
ap-southeast-1,linux,vpc,TRUE,ecs.n2.3xlarge,16,64,低,低,5.905,851.57,3041.34,3041.34,31021.67,51094.51,54744.12,72992.16,91240.2
ap-southeast-1,linux,vpc,TRUE,ecs.e3.3xlarge,16,128,低,低,8.827,1142.5,4080.39,4080.39,41619.98,68550.55,73447.02,97929.36,122411.7
ap-southeast-1,linux,vpc,TRUE,ecs.n1.7xlarge,32,64,低,低,10.942,1524.87,5446,5446,55549.2,91492.8,98028,130704,163380
ap-southeast-1,linux,vpc,TRUE,ecs.sn1.7xlarge,32,64,6,80,10.942,1524.87,5446,5446,55549.2,91492.8,98028,130704,163380
ap-southeast-1,linux,vpc,TRUE,ecs.sn2.7xlarge,32,128,6,80,13.793,1752.35,6258.44,6258.44,63836.09,105141.79,112651.92,150202.56,187753.2
ap-southeast-1,linux,vpc,TRUE,ecs.n2.7xlarge,32,128,低,低,11.806,1703.14,6082.68,6082.68,62043.34,102189.02,109488.24,145984.32,182480.4
ap-southeast-1,linux,vpc,TRUE,ecs.sn2.13xlarge,56,224,10,120,24.137,3066.56,10952.04,10952.04,111710.81,183994.27,197136.72,262848.96,328561.2
ap-southeast-1,linux,classic,TRUE,ecs.n1.tiny,unknown,unknown,unknown,unknown,0.105,16.78,59.97,59.97,611.69,1007.5,1079.46,1439.28,1799.1
ap-southeast-1,linux,classic,TRUE,ecs.n1.small,1,2,低,低,0.209,33.45,119.49,119.49,1218.8,2007.43,2150.82,2867.76,3584.7
ap-southeast-1,linux,classic,TRUE,ecs.n2.small,1,4,低,低,0.37,53.3,190.38,190.38,1941.88,3198.38,3426.84,4569.12,5711.4
ap-southeast-1,linux,classic,TRUE,ecs.e3.small,1,8,低,低,0.552,72,257.18,257.18,2623.24,4320.62,4629.24,6172.32,7715.4
ap-southeast-1,linux,classic,TRUE,ecs.n1.medium,2,4,低,低,0.418,66.91,238.99,238.99,2437.7,4015.03,4301.82,5735.76,7169.7
ap-southeast-1,linux,classic,TRUE,ecs.n2.medium,2,8,低,低,0.74,106.61,380.77,380.77,3883.85,6396.94,6853.86,9138.48,11423.1
ap-southeast-1,linux,classic,TRUE,ecs.e3.medium,2,16,低,低,1.104,144.01,514.37,514.37,5246.57,8641.42,9258.66,12344.88,15431.1
ap-southeast-1,linux,classic,TRUE,ecs.n1.large,4,8,低,低,1.368,191.2,682.91,682.91,6965.68,11472.89,12292.38,16389.84,20487.3
ap-southeast-1,linux,classic,TRUE,ecs.n2.large,4,16,低,低,1.471,211.88,756.75,756.75,7718.85,12713.4,13621.5,18162,22702.5
ap-southeast-1,linux,classic,TRUE,ecs.e3.large,4,32,低,低,2.207,286.11,1021.85,1021.85,10422.87,17167.08,18393.3,24524.4,30655.5
ap-southeast-1,linux,classic,TRUE,ecs.n1.xlarge,8,16,低,低,2.736,381.21,1361.5,1361.5,13887.3,22873.2,24507,32676,40845
ap-southeast-1,linux,classic,TRUE,ecs.n2.xlarge,8,32,低,低,2.95,425.11,1518.3,1518.3,15486.66,25507.44,27329.4,36439.2,45549
ap-southeast-1,linux,classic,TRUE,ecs.e3.xlarge,8,64,低,低,4.414,573.37,2047.78,2047.78,20887.36,34402.7,36860.04,49146.72,61433.4
ap-southeast-1,linux,classic,TRUE,ecs.n1.3xlarge,16,32,低,低,5.471,762.43,2723,2723,27774.6,45746.4,49014,65352,81690
ap-southeast-1,linux,classic,TRUE,ecs.n2.3xlarge,16,64,低,低,5.905,851.57,3041.34,3041.34,31021.67,51094.51,54744.12,72992.16,91240.2
ap-southeast-1,linux,classic,TRUE,ecs.e3.3xlarge,16,128,低,低,8.827,1142.5,4080.39,4080.39,41619.98,68550.55,73447.02,97929.36,122411.7
ap-southeast-1,linux,classic,TRUE,ecs.n1.7xlarge,32,64,低,低,10.942,1524.87,5446,5446,55549.2,91492.8,98028,130704,163380
ap-southeast-1,linux,classic,TRUE,ecs.n2.7xlarge,32,128,低,低,11.806,1703.14,6082.68,6082.68,62043.34,102189.02,109488.24,145984.32,182480.4
ap-south-1,linux,vpc,TRUE,ecs.t5-lc2m1.nano,1,0.5,0.1,4,0.043,5.04,18,17.1,162,259.2,291.6,311.04,324
ap-south-1,linux,vpc,TRUE,ecs.t5-lc1m1.small,1,1,0.2,6,0.079,9.52,34,32.3,306,489.6,550.8,587.52,612
ap-south-1,linux,vpc,TRUE,ecs.t5-lc1m2.small,1,2,0.2,6,0.128,15.68,56,53.2,504,806.4,907.2,967.68,1008
ap-south-1,linux,vpc,TRUE,ecs.ic5.large,2,2,1,30,0.49,67.48,241,228.95,2169,3470.4,3904.2,4164.48,4338
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m1.large,2,2,0.5,10,0.206,25.76,92,87.4,828,1324.8,1490.4,1589.76,1656
ap-south-1,linux,vpc,TRUE,ecs.c5.large,2,4,1,20,0.52,70.84,253,240.35,2277,3643.2,4098.6,4371.84,4554
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m2.large,2,4,0.5,10,0.285,35.84,128,121.6,1152,1843.2,2073.6,2211.84,2304
ap-south-1,linux,vpc,TRUE,ecs.t5-lc1m2.large,2,4,0.4,10,0.249,31.36,112,106.4,1008,1612.8,1814.4,1935.36,2016
ap-south-1,linux,vpc,TRUE,ecs.hfc5.large,2,4,1,30,0.62,85.12,304,288.8,2736,4377.6,4924.8,5253.12,5472
ap-south-1,linux,vpc,TRUE,ecs.t5-lc1m4.large,2,8,0.4,10,0.498,62.72,224,212.8,2016,3225.6,3628.8,3870.72,4032
ap-south-1,linux,vpc,TRUE,ecs.g5.large,2,8,1,20,0.65,85.4,305,289.75,2745,4392,4941,5270.4,5490
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m4.large,2,8,0.5,10,0.569,71.68,256,243.2,2304,3686.4,4147.2,4423.68,4608
ap-south-1,linux,vpc,TRUE,ecs.hfg5.large,2,8,1,30,0.71,98.25,350.91,333.36,3158.19,5053.1,5684.74,6063.72,6316.38
ap-south-1,linux,vpc,TRUE,ecs.r5.large,2,16,1,20,0.83,107.24,383,363.85,3447,5515.2,6204.6,6618.24,6894
ap-south-1,linux,vpc,TRUE,ecs.ic5.xlarge,4,4,1.5,50,0.99,134.68,481,456.95,4329,6926.4,7792.2,8311.68,8658
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m1.xlarge,4,4,0.8,20,0.412,51.8,185,175.75,1665,2664,2997,3196.8,3330
ap-south-1,linux,vpc,TRUE,ecs.c5.xlarge,4,8,1.5,30,1.04,141.96,507,481.65,4563,7300.8,8213.4,8760.96,9126
ap-south-1,linux,vpc,TRUE,ecs.hfc5.xlarge,4,8,1.5,50,1.24,170.24,608,577.6,5472,8755.2,9849.6,10506.24,10944
ap-south-1,linux,vpc,TRUE,ecs.g5.xlarge,4,16,1.5,30,1.3,170.8,610,579.5,5490,8784,9882,10540.8,10980
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m4.xlarge,4,16,0.8,20,1.137,143.64,513,487.35,4617,7387.2,8310.6,8864.64,9234
ap-south-1,linux,vpc,TRUE,ecs.hfg5.xlarge,4,16,1.5,50,1.41,196.51,701.82,666.73,6316.38,10106.21,11369.48,12127.45,12632.76
ap-south-1,linux,vpc,TRUE,ecs.r5.xlarge,4,32,1.5,30,1.66,214.2,765,726.75,6885,11016,12393,13219.2,13770
ap-south-1,linux,vpc,TRUE,ecs.i2.xlarge,4,32,1,50,2.04,285.32,1019,968.05,9171,14673.6,16507.8,17608.32,18342
ap-south-1,linux,vpc,TRUE,ecs.ic5.2xlarge,8,8,2.5,80,1.98,269.64,963,914.85,8667,13867.2,15600.6,16640.64,17334
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m1.2xlarge,8,8,1.2,40,0.824,103.6,370,351.5,3330,5328,5994,6393.6,6660
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m2.2xlarge,8,16,1.2,40,1.137,143.64,513,487.35,4617,7387.2,8310.6,8864.64,9234
ap-south-1,linux,vpc,TRUE,ecs.c5.2xlarge,8,16,2.5,50,2.08,283.64,1013,962.35,9117,14587.2,16410.6,17504.64,18234
ap-south-1,linux,vpc,TRUE,ecs.hfc5.2xlarge,8,16,2,100,2.49,340.48,1216,1155.2,10944,17510.4,19699.2,21012.48,21888
ap-south-1,linux,vpc,TRUE,ecs.g5.2xlarge,8,32,2.5,50,2.6,341.6,1220,1159,10980,17568,19764,21081.6,21960
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m4.2xlarge,8,32,1.2,40,2.273,287,1025,973.75,9225,14760,16605,17712,18450
ap-south-1,linux,vpc,TRUE,ecs.hfg5.2xlarge,8,32,2,100,2.828,391.44,1398,1328.1,12582,20131.2,22647.6,24157.44,25164
ap-south-1,linux,vpc,TRUE,ecs.r5.2xlarge,8,64,2.5,50,3.33,428.68,1531,1454.45,13779,22046.4,24802.2,26455.68,27558
ap-south-1,linux,vpc,TRUE,ecs.i2.2xlarge,8,64,2,100,4.07,570.64,2038,1936.1,18342,29347.2,33015.6,35216.64,36684
ap-south-1,linux,vpc,TRUE,ecs.ic5.3xlarge,12,12,4,90,2.96,404.32,1444,1371.8,12996,20793.6,23392.8,24952.32,25992
ap-south-1,linux,vpc,TRUE,ecs.c5.3xlarge,12,24,4,90,3.12,425.6,1520,1444,13680,21888,24624,26265.6,27360
ap-south-1,linux,vpc,TRUE,ecs.hfc5.3xlarge,12,24,2.5,130,3.73,510.72,1824,1732.8,16416,26265.6,29548.8,31518.72,32832
ap-south-1,linux,vpc,TRUE,ecs.g5.3xlarge,12,48,4,90,3.9,512.12,1829,1737.55,16461,26337.6,29629.8,31605.12,32922
ap-south-1,linux,vpc,TRUE,ecs.hfg5.3xlarge,12,48,2.5,130,4.24,587.31,2097.53,1992.65,18877.77,30204.43,33979.99,36245.32,37755.54
ap-south-1,linux,vpc,TRUE,ecs.r5.3xlarge,12,96,4,90,4.99,642.88,2296,2181.2,20664,33062.4,37195.2,39674.88,41328
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m1.4xlarge,16,16,1.2,60,1.641,207.2,740,703,6660,10656,11988,12787.2,13320
ap-south-1,linux,vpc,TRUE,ecs.ic5.4xlarge,16,16,5,100,3.95,539,1925,1828.75,17325,27720,31185,33264,34650
ap-south-1,linux,vpc,TRUE,ecs.t5-c1m2.4xlarge,16,32,1.2,60,2.273,287.28,1026,974.7,9234,14774.4,16621.2,17729.28,18468
ap-south-1,linux,vpc,TRUE,ecs.c5.4xlarge,16,32,5,100,4.17,567.28,2026,1924.7,18234,29174.4,32821.2,35009.28,36468
ap-south-1,linux,vpc,TRUE,ecs.hfc5.4xlarge,16,32,3,160,4.98,680.96,2432,2310.4,21888,35020.8,39398.4,42024.96,43776
ap-south-1,linux,vpc,TRUE,ecs.g5.4xlarge,16,64,5,100,5.19,682.92,2439,2317.05,21951,35121.6,39511.8,42145.92,43902
ap-south-1,linux,vpc,TRUE,ecs.hfg5.4xlarge,16,64,3,160,5.65,783.06,2796.64,2656.81,25169.76,40271.62,45305.57,48325.94,50339.52
ap-south-1,linux,vpc,TRUE,ecs.r5.4xlarge,16,128,5,100,6.66,857.08,3061,2907.95,27549,44078.4,49588.2,52894.08,55098
ap-south-1,linux,vpc,TRUE,ecs.i2.4xlarge,16,128,3,150,8.14,1141,4075,3871.25,36675,58680,66015,70416,73350
ap-south-1,linux,vpc,TRUE,ecs.c5.6xlarge,24,48,7.5,150,6.25,851.2,3040,2888,27360,43776,49248,52531.2,54720
ap-south-1,linux,vpc,TRUE,ecs.hfc5.6xlarge,24,48,4.5,200,7.47,1021.44,3648,3465.6,32832,52531.2,59097.6,63037.44,65664
ap-south-1,linux,vpc,TRUE,ecs.g5.6xlarge,24,96,7.5,150,7.79,1024.52,3659,3476.05,32931,52689.6,59275.8,63227.52,65862
ap-south-1,linux,vpc,TRUE,ecs.hfg5.6xlarge,24,96,4.5,200,8.48,1174.6,4194.99,3985.24,37754.91,60407.86,67958.84,72489.43,75509.82
ap-south-1,linux,vpc,TRUE,ecs.r5.6xlarge,24,192,7.5,150,9.98,1285.76,4592,4362.4,41328,66124.8,74390.4,79349.76,82656
ap-south-1,linux,vpc,TRUE,ecs.c5.8xlarge,32,64,10,200,8.33,1134.84,4053,3850.35,36477,58363.2,65658.6,70035.84,72954
ap-south-1,linux,vpc,TRUE,ecs.hfc5.8xlarge,32,64,6,250,9.96,1361.64,4863,4619.85,43767,70027.2,78780.6,84032.64,87534
ap-south-1,linux,vpc,TRUE,ecs.g5.8xlarge,32,128,10,200,10.39,1366.12,4879,4635.05,43911,70257.6,79039.8,84309.12,87822
ap-south-1,linux,vpc,TRUE,ecs.hfg5.8xlarge,32,128,6,250,11.31,1566.04,5593,5313.35,50337,80539.2,90606.6,96647.04,100674
ap-south-1,linux,vpc,TRUE,ecs.r5.8xlarge,32,256,10,200,13.31,1714.16,6122,5815.9,55098,88156.8,99176.4,105788.16,110196
ap-south-1,linux,vpc,TRUE,ecs.i2.8xlarge,32,256,6,200,16.28,2282,8150,7742.5,73350,117360,132030,140832,146700
ap-south-1,linux,vpc,TRUE,ecs.hfg5.14xlarge,56,160,10,400,19.79,2740.64,9788,9298.6,88092,140947.2,158565.6,169136.64,176184
ap-south-1,linux,vpc,TRUE,ecs.c5.16xlarge,64,128,20,400,16.67,2269.68,8106,7700.7,72954,116726.4,131317.2,140071.68,145908
ap-south-1,linux,vpc,TRUE,ecs.g5.16xlarge,64,256,20,400,20.78,2731.96,9757,9269.15,87813,140500.8,158063.4,168600.96,175626
ap-south-1,linux,vpc,TRUE,ecs.r5.16xlarge,64,512,20,400,26.62,3428.32,12244,11631.8,110196,176313.6,198352.8,211576.32,220392
ap-south-1,linux,vpc,TRUE,ecs.i2.16xlarge,64,512,10,400,32.56,4563.72,16299,15484.05,146691,234705.6,264043.8,281646.72,293382
ap-south-1,linux,vpc,TRUE,ecs.xn4.small,1,1,低,低,0.079,10.64,38,38,387.6,638.4,684,912,1140
ap-south-1,linux,vpc,TRUE,ecs.n4.small,1,2,低,低,0.164,21.28,76,76,775.2,1276.8,1368,1824,2280
ap-south-1,linux,vpc,TRUE,ecs.mn4.small,1,4,低,低,0.27,35,125,125,1275,2100,2250,3000,3750
ap-south-1,linux,vpc,TRUE,ecs.e4.small,unknown,unknown,unknown,unknown,0.356,46.2,165,165,1683,2772,2970,3960,4950
ap-south-1,linux,vpc,TRUE,ecs.sn1ne.large,2,4,0.5,12,0.604,84,300,285,2700,4320,4860,5184,5400
ap-south-1,linux,vpc,TRUE,ecs.n4.large,2,4,低,低,0.334,42.56,152,152,1550.4,2553.6,2736,3648,4560
ap-south-1,linux,vpc,TRUE,ecs.sn2ne.large,2,8,0.5,12,0.711,90.16,322,305.9,2898,4636.8,5216.4,5564.16,5796
ap-south-1,linux,vpc,TRUE,ecs.se1ne.large,2,16,0.5,12,0.931,118.72,424,402.8,3816,6105.6,6868.8,7326.72,7632
ap-south-1,linux,vpc,TRUE,ecs.e4.large,unknown,unknown,unknown,unknown,1.81,145.6,520,520,5304,8736,9360,12480,15600
ap-south-1,linux,vpc,TRUE,ecs.sn1ne.xlarge,4,8,0.8,30,1.208,167.72,599,569.05,5391,8625.6,9703.8,10350.72,10782
ap-south-1,linux,vpc,TRUE,ecs.n4.xlarge,4,8,低,低,1.094,121.8,435,435,4437,7308,7830,10440,13050
ap-south-1,linux,vpc,TRUE,ecs.sn2ne.xlarge,4,16,0.8,30,1.421,180.6,645,612.75,5805,9288,10449,11145.6,11610
ap-south-1,linux,vpc,TRUE,ecs.gn5-c4g1.xlarge,4,30,3,30,11.96,1607.38,5740.65,5453.62,51665.85,82665.36,92998.53,99198.43,103331.7
ap-south-1,linux,vpc,TRUE,ecs.se1ne.xlarge,4,32,0.8,30,1.854,237.44,848,805.6,7632,12211.2,13737.6,14653.44,15264
ap-south-1,linux,vpc,TRUE,ecs.e4.xlarge,unknown,unknown,unknown,unknown,3.61,291.2,1040,1040,10608,17472,18720,24960,31200
ap-south-1,linux,vpc,TRUE,ecs.sn1ne.2xlarge,8,16,1.5,100,2.415,334.32,1194,1134.3,10746,17193.6,19342.8,20632.32,21492
ap-south-1,linux,vpc,TRUE,ecs.n4.2xlarge,8,16,低,低,2.188,243.6,870,870,8874,14616,15660,20880,26100
ap-south-1,linux,vpc,TRUE,ecs.d1ne.2xlarge,8,32,6,80,5.479,735.77,2627.74,2496.35,23649.66,37839.46,42569.39,45407.35,47299.32
ap-south-1,linux,vpc,TRUE,ecs.d1.2xlarge,8,32,3,30,5.3,711.2,2540,2413,22860,36576,41148,43891.2,45720
ap-south-1,linux,vpc,TRUE,ecs.sn2ne.2xlarge,8,32,1.5,100,2.834,360.92,1289,1224.55,11601,18561.6,20881.8,22273.92,23202
ap-south-1,linux,vpc,TRUE,ecs.gn5-c8g1.2xlarge,8,60,3,30,14.398,1935.48,6912.43,6566.81,62211.87,99538.99,111981.37,119446.79,124423.74
ap-south-1,linux,vpc,TRUE,ecs.gn5-c4g1.2xlarge,8,60,5,100,23.92,3214.83,11481.52,10907.44,103333.68,165333.89,186000.62,198400.67,206667.36
ap-south-1,linux,vpc,TRUE,ecs.e4.2xlarge,unknown,unknown,unknown,unknown,7.22,582.4,2080,2080,21216,34944,37440,49920,62400
ap-south-1,linux,vpc,TRUE,ecs.se1ne.2xlarge,8,64,1.5,100,3.701,475.16,1697,1612.15,15273,24436.8,27491.4,29324.16,30546
ap-south-1,linux,vpc,TRUE,ecs.sn1ne.3xlarge,12,24,2.5,130,3.623,503.44,1798,1708.1,16182,25891.2,29127.6,31069.44,32364
ap-south-1,linux,vpc,TRUE,ecs.sn2ne.3xlarge,12,48,2.5,130,4.262,541.52,1934,1837.3,17406,27849.6,31330.8,33419.52,34812
ap-south-1,linux,vpc,TRUE,ecs.se1ne.3xlarge,12,96,2.5,130,5.561,712.6,2545,2417.75,22905,36648,41229,43977.6,45810
ap-south-1,linux,vpc,TRUE,ecs.n4.4xlarge,16,32,低,低,4.375,487.2,1740,1740,17748,29232,31320,41760,52200
ap-south-1,linux,vpc,TRUE,ecs.sn1ne.4xlarge,16,32,3,160,4.83,668.92,2389,2269.55,21501,34401.6,38701.8,41281.92,43002
ap-south-1,linux,vpc,TRUE,ecs.d1.4xlarge,16,64,6,60,10.58,1422.4,5080,4826,45720,73152,82296,87782.4,91440
ap-south-1,linux,vpc,TRUE,ecs.d1ne.4xlarge,16,64,12,160,10.951,1471.52,5255.42,4992.65,47298.78,75678.05,85137.8,90813.66,94597.56
ap-south-1,linux,vpc,TRUE,ecs.sn2ne.4xlarge,16,64,3,160,5.668,721.84,2578,2449.1,23202,37123.2,41763.6,44547.84,46404
ap-south-1,linux,vpc,TRUE,ecs.gn5-c8g1.4xlarge,16,120,5,100,28.803,3871,13824.99,13133.74,124424.91,199079.86,223964.84,238895.83,248849.82
ap-south-1,linux,vpc,TRUE,ecs.e4.4xlarge,unknown,unknown,unknown,unknown,14.44,1164.8,4160,4160,42432,69888,74880,99840,124800
ap-south-1,linux,vpc,TRUE,ecs.se1ne.4xlarge,16,128,3,160,7.401,950.32,3394,3224.3,30546,48873.6,54982.8,58648.32,61092
ap-south-1,linux,vpc,TRUE,ecs.sn1ne.6xlarge,24,48,4.5,200,7.245,1006.88,3596,3416.2,32364,51782.4,58255.2,62138.88,64728
ap-south-1,linux,vpc,TRUE,ecs.d1ne.6xlarge,24,96,16,200,16.43,2207.25,7883.02,7488.87,70947.18,113515.49,127704.92,136218.59,141894.36
ap-south-1,linux,vpc,TRUE,ecs.sn2ne.6xlarge,24,96,4.5,200,8.523,1083.32,3869,3675.55,34821,55713.6,62677.8,66856.32,69642
ap-south-1,linux,vpc,TRUE,ecs.d1.6xlarge,24,96,8,80,15.88,2133.6,7620,7239,68580,109728,123444,131673.6,137160
ap-south-1,linux,vpc,TRUE,ecs.se1ne.6xlarge,24,192,4.5,200,11.122,1424.92,5089,4834.55,45801,73281.6,82441.8,87937.92,91602
ap-south-1,linux,vpc,TRUE,ecs.gn5-c28g1.7xlarge,28,112,5,100,22.339,3002.56,10723.44,10187.27,96510.96,154417.54,173719.73,185301.04,193021.92
ap-south-1,linux,vpc,TRUE,ecs.sn1ne.8xlarge,32,64,6,250,9.659,1337.56,4777,4538.15,42993,68788.8,77387.4,82546.56,85986
ap-south-1,linux,vpc,TRUE,ecs.n4.8xlarge,32,64,低,低,8.75,974.68,3481,3481,35506.2,58480.8,62658,83544,104430
ap-south-1,linux,vpc,TRUE,ecs.d1ne-c8d3.8xlarge,32,128,20,200,21.01,2825.48,10091,9586.45,90819,145310.4,163474.2,174372.48,181638
ap-south-1,linux,vpc,TRUE,ecs.d1-c8d3.8xlarge,unknown,unknown,unknown,unknown,20.32,2731.12,9754,9266.3,87786,140457.6,158014.8,168549.12,175572
ap-south-1,linux,vpc,TRUE,ecs.se1ne.8xlarge,32,256,6,250,14.794,1900.36,6787,6447.65,61083,97732.8,109949.4,117279.36,122166
ap-south-1,linux,vpc,TRUE,ecs.d1ne-c14d3.14xlarge,56,224,35,450,31.87,4285.12,15304,14538.8,137736,220377.6,247924.8,264453.12,275472
ap-south-1,linux,vpc,TRUE,ecs.d1-c14d3.14xlarge,unknown,unknown,unknown,unknown,30.83,4142.04,14793,14053.35,133137,213019.2,239646.6,255623.04,266274
ap-south-1,linux,vpc,TRUE,ecs.sn2ne.14xlarge,56,224,10,450,19.836,2526.44,9023,8571.85,81207,129931.2,146172.6,155917.44,162414
ap-south-1,linux,vpc,TRUE,ecs.gn5-c28g1.14xlarge,56,224,10,200,44.678,6005.11,21446.81,20374.47,193021.29,308834.06,347438.32,370600.88,386042.58
ap-south-1,linux,vpc,TRUE,ecs.se1ne.14xlarge,56,480,10,450,27.421,3520.72,12574,11945.3,113166,181065.6,203698.8,217278.72,226332
eu-central-1,linux,vpc,TRUE,ecs.t5-lc2m1.nano,1,0.5,0.1,4,0.05,6.17,22,20.9,198,316.8,356.4,380.16,396
eu-central-1,linux,vpc,TRUE,ecs.t5-lc1m1.small,1,1,0.2,6,0.08,11.49,41,38.95,369,590.4,664.2,708.48,738
eu-central-1,linux,vpc,TRUE,ecs.t5-lc1m2.small,1,2,0.2,6,0.13,18.77,67,63.65,603,964.8,1085.4,1157.76,1206
eu-central-1,linux,vpc,TRUE,ecs.ic5.large,2,2,1,30,0.521,69.7,248.91,248.91,2538.88,4181.69,4928.42,5376.46,5675.15
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m1.large,2,2,0.5,10,0.22,30.53,109,103.55,981,1569.6,1765.8,1883.52,1962
eu-central-1,linux,vpc,TRUE,ecs.c5.large,2,4,1,20,0.548,73.36,261.96,261.96,2671.99,4400.93,5186.81,5658.34,5972.69
eu-central-1,linux,vpc,TRUE,ecs.hfc5.large,2,4,1,30,0.656,88,314.25,314.25,3205.35,5279.4,6222.15,6787.8,7164.9
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m2.large,2,4,0.5,10,0.29,42.29,151,143.45,1359,2174.4,2446.2,2609.28,2718
eu-central-1,linux,vpc,TRUE,ecs.t5-lc1m2.large,2,4,0.4,10,0.26,37.25,133,126.35,1197,1915.2,2154.6,2298.24,2394
eu-central-1,linux,vpc,TRUE,ecs.hfg5.large,2,8,1,30,0.812,114.15,407.65,407.65,4158.03,6848.52,8071.47,8805.24,9294.42
eu-central-1,linux,vpc,TRUE,ecs.t5-lc1m4.large,2,8,0.4,10,0.38,55.17,197,187.15,1773,2836.8,3191.4,3404.16,3546
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m4.large,2,8,0.5,10,0.47,65.53,234,222.3,2106,3369.6,3790.8,4043.52,4212
eu-central-1,linux,vpc,TRUE,ecs.ic5.xlarge,4,4,1.5,50,1.042,139.38,497.75,497.75,5077.05,8362.2,9855.45,10751.4,11348.7
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m1.xlarge,4,4,0.8,20,0.43,61.05,218,207.1,1962,3139.2,3531.6,3767.04,3924
eu-central-1,linux,vpc,TRUE,ecs.c5.xlarge,4,8,1.5,30,1.096,146.71,523.92,523.92,5343.98,8801.86,10373.62,11316.67,11945.38
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m2.xlarge,4,8,0.8,20,0.58,84.57,302,286.9,2718,4348.8,4892.4,5218.56,5436
eu-central-1,linux,vpc,TRUE,ecs.hfc5.xlarge,4,8,1.5,50,1.312,175.99,628.49,628.49,6410.6,10558.63,12444.1,13575.38,14329.57
eu-central-1,linux,vpc,TRUE,ecs.hfg5.xlarge,4,16,1.5,50,1.61,228.3,815.31,815.31,8316.16,13697.21,16143.14,17610.7,18589.07
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m4.xlarge,4,16,0.8,20,0.95,131.05,468,444.6,4212,6739.2,7581.6,8087.04,8424
eu-central-1,linux,vpc,TRUE,ecs.i2.xlarge,4,32,1,50,2.14,294.85,1053,1053,10740.6,17690.4,20849.4,22744.8,24008.4
eu-central-1,linux,vpc,TRUE,ecs.ic5.2xlarge,8,8,2.5,80,2.076,278.75,995.5,995.5,10154.1,16724.4,19710.9,21502.8,22697.4
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m1.2xlarge,8,8,1.2,40,0.85,122.09,436,414.2,3924,6278.4,7063.2,7534.08,7848
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m2.2xlarge,8,16,1.2,40,1.16,169.13,604,573.8,5436,8697.6,9784.8,10437.12,10872
eu-central-1,linux,vpc,TRUE,ecs.c5.2xlarge,8,16,2.5,50,2.185,293.41,1047.85,1047.85,10688.07,17603.88,20747.43,22633.56,23890.98
eu-central-1,linux,vpc,TRUE,ecs.hfc5.2xlarge,8,16,2,100,2.624,351.97,1256.99,1256.99,12821.3,21117.43,24888.4,27150.98,28659.37
eu-central-1,linux,vpc,TRUE,ecs.hfg5.2xlarge,8,32,2,100,3.22,455.12,1625.41,1625.41,16579.18,27306.89,32183.12,35108.86,37059.35
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m4.2xlarge,8,32,1.2,40,1.89,262.09,936,889.2,8424,13478.4,15163.2,16174.08,16848
eu-central-1,linux,vpc,TRUE,ecs.i2.2xlarge,8,64,2,100,4.27,589.41,2105,2105,21471,35364,41679,45468,47994
eu-central-1,linux,vpc,TRUE,ecs.ic5.3xlarge,12,12,4,90,3.111,418.12,1493.25,1493.25,15231.15,25086.6,29566.35,32254.2,34046.1
eu-central-1,linux,vpc,TRUE,ecs.c5.3xlarge,12,24,4,90,3.28,440.11,1571.77,1571.77,16032.05,26405.74,31121.05,33950.23,35836.36
eu-central-1,linux,vpc,TRUE,ecs.hfc5.3xlarge,12,24,2.5,130,3.93,527.94,1885.48,1885.48,19231.9,31676.06,37332.5,40726.37,42988.94
eu-central-1,linux,vpc,TRUE,ecs.hfg5.3xlarge,12,48,2.5,130,4.823,682.67,2438.08,2438.08,24868.42,40959.74,48273.98,52662.53,55588.22
eu-central-1,linux,vpc,TRUE,ecs.t5-c1m1.4xlarge,16,16,1.2,60,1.69,243.89,871,827.45,7839,12542.4,14110.2,15050.88,15678
eu-central-1,linux,vpc,TRUE,ecs.ic5.4xlarge,16,16,5,100,4.153,557.47,1990.93,1990.93,20307.49,33447.62,39420.41,43004.09,45393.2
